user_id,registration_date,state,primary_sport,segment_label,days_since_last_bet,days_since_last_deposit,bet_freq_30d,avg_bet_size,parlay_rate,live_bet_rate,ngr_90d,promo_redemption_rate,n_promos_received_1y,avg_promo_value_received,propensity_score,lift_probability,churn_risk_30d,composite_score,optimal_offer_size
u_10520,2023-10-05,NJ,NFL,bonus_seeker,1,5,0.207,17.83,0.47,0.15,17.19,0.0,0,0.0,0.231,0.704,0.527,0.2852,24.09
u_10521,2023-04-07,PA,Other,casual,0,2,0.315,23.37,0.36,0.12,90.08,0.0,2,0.0,0.423,0.38,0.278,0.061,34.58
u_10522,2023-12-14,NY,NFL,always_on,0,60,0.848,44.24,0.21,0.43,510.94,0.0,0,0.0,0.828,0.215,0.165,0.0061,100.0
u_10523,2023-10-08,MA,NFL,active_mid,1,6,0.391,23.04,0.28,0.28,130.57,1.0,1,37.88,0.529,0.436,0.063,0.0128,54.44
u_10524,2023-02-14,IN,NBA,active_mid,0,5,0.489,31.36,0.33,0.35,261.13,0.5,2,26.05,0.514,0.431,0.075,0.0157,60.17
u_10525,2023-08-21,CO,NFL,bonus_seeker,0,3,0.457,25.49,0.53,0.13,43.21,0.0,1,0.0,0.347,0.493,0.058,0.0188,25.78
u_10526,2024-04-13,TN,NFL,casual,1,2,0.207,17.66,0.4,0.15,48.08,1.0,1,30.68,0.196,0.651,0.292,0.1528,29.57
u_10527,2023-07-06,PA,NFL,casual,2,11,0.163,14.08,0.37,0.21,20.12,1.0,2,23.33,0.291,0.588,0.2,0.0836,18.33
u_10528,2024-10-03,CO,NHL,dormant_high_value,6,0,0.217,16.2,0.16,0.19,84.69,0.667,3,43.41,0.248,0.685,0.379,0.1951,35.23
u_10529,2023-10-12,TN,NBA,always_on,0,41,0.87,45.22,0.25,0.38,644.49,0.0,1,0.0,0.863,0.108,0.01,0.0001,100.0
u_10530,2023-02-17,NY,NFL,active_mid,0,11,0.565,30.87,0.24,0.29,122.95,0.5,2,28.78,0.65,0.291,0.293,0.0299,34.96
u_10531,2023-08-27,VA,NBA,always_on,0,15,0.913,51.09,0.25,0.43,735.41,0.0,0,0.0,0.858,0.087,0.372,0.0046,96.59
u_10532,2023-10-24,NJ,MLB,always_on,4,2,0.739,38.7,0.18,0.4,347.23,0.0,1,0.0,0.804,0.216,0.16,0.0068,54.92
u_10533,2023-11-25,PA,NFL,bonus_seeker,4,2,0.359,23.37,0.45,0.04,24.18,1.0,1,39.68,0.349,0.578,0.121,0.0454,15.0
u_10534,2023-08-18,NJ,NBA,active_mid,0,17,0.609,30.38,0.32,0.28,170.23,0.0,1,22.45,0.605,0.35,0.136,0.0188,39.65
u_10535,2023-04-04,MA,NFL,always_on,0,12,0.88,39.51,0.17,0.34,326.01,0.0,0,0.0,0.871,0.066,0.034,0.0003,66.11
u_10536,2024-08-20,IL,NFL,active_mid,1,0,0.5,25.98,0.28,0.3,275.27,0.667,3,23.97,0.581,0.415,0.205,0.0357,62.17
u_10537,2023-04-26,MA,MLB,casual,0,2,0.348,24.35,0.44,0.15,42.01,1.0,1,34.74,0.24,0.68,0.191,0.099,30.86
u_10538,2023-01-07,PA,NFL,bonus_seeker,1,4,0.261,22.07,0.43,0.1,19.1,0.0,0,0.0,0.214,0.679,0.087,0.0466,23.14
u_10539,2024-06-01,PA,NBA,dormant_high_value,11,31,0.098,13.42,0.23,0.25,23.11,1.0,2,67.19,0.07,0.775,0.277,0.1995,16.08
u_10540,2023-08-31,NJ,MLB,always_on,0,24,0.826,41.14,0.23,0.42,585.33,0.0,0,0.0,0.767,0.1,0.08,0.0019,99.31
u_10541,2023-11-06,PA,NFL,active_mid,6,18,0.5,28.91,0.38,0.32,161.75,0.0,1,0.0,0.458,0.488,0.354,0.0937,36.71
u_10542,2023-08-13,VA,NBA,casual,1,11,0.315,21.09,0.36,0.16,64.67,0.5,2,10.09,0.296,0.686,0.184,0.089,21.51
u_10543,2024-03-14,PA,NFL,active_mid,3,77,0.533,31.68,0.27,0.33,141.02,0.0,1,0.0,0.458,0.491,0.358,0.0955,39.17
u_10544,2023-04-20,MI,Other,active_mid,1,2,0.587,31.85,0.25,0.37,300.36,0.5,2,34.58,0.611,0.228,0.139,0.0123,54.63
u_10545,2024-02-15,IN,NBA,casual,11,4,0.315,24.84,0.39,0.16,146.11,1.0,2,53.32,0.363,0.594,0.283,0.1072,30.16
u_10546,2024-07-01,PA,NHL,dormant_high_value,2,7,0.196,19.29,0.21,0.24,94.83,1.0,2,51.52,0.251,0.675,0.167,0.0845,35.42
u_10547,2024-03-03,IL,NBA,active_mid,1,0,0.565,31.85,0.31,0.31,150.79,1.0,1,26.61,0.571,0.326,0.103,0.0144,42.74
u_10548,2023-05-11,NJ,NFL,bonus_seeker,0,10,0.446,26.96,0.48,0.06,76.34,1.0,1,17.5,0.332,0.532,0.055,0.0194,29.09
u_10549,2023-07-07,NJ,NBA,active_mid,0,16,0.554,30.22,0.2,0.33,136.53,1.0,1,27.78,0.59,0.372,0.082,0.0125,43.15
u_10550,2024-07-04,NJ,Other,bonus_seeker,1,1,0.402,27.12,0.46,0.11,25.46,1.0,1,26.36,0.39,0.489,0.089,0.0267,17.28
u_10551,2024-07-01,IL,NBA,always_on,0,13,0.88,41.3,0.19,0.35,446.73,0.0,0,0.0,0.811,0.124,0.044,0.001,74.63
u_10552,2023-05-04,PA,NHL,bonus_seeker,4,11,0.391,23.04,0.47,0.07,39.75,1.0,1,37.57,0.344,0.551,0.142,0.0512,16.32
u_10553,2024-05-17,CO,NHL,bonus_seeker,1,13,0.457,26.47,0.45,0.11,26.84,1.0,1,31.28,0.321,0.542,0.14,0.0515,21.98
u_10554,2024-07-02,CO,NFL,always_on,0,4,0.837,42.61,0.19,0.38,579.54,0.0,0,0.0,0.897,0.082,0.056,0.0005,100.0
u_10555,2024-09-29,PA,NFL,casual,0,0,0.435,25.33,0.36,0.19,71.37,1.0,1,47.63,0.363,0.658,0.403,0.1685,29.44
u_10556,2024-08-08,IL,NBA,dormant_high_value,0,14,0.261,18.15,0.32,0.15,127.79,1.0,2,75.28,0.283,0.587,0.437,0.1839,34.11
u_10557,2023-01-27,MA,NBA,dormant_high_value,16,26,0.109,13.91,0.33,0.14,67.53,0.75,4,37.87,0.159,0.685,0.337,0.1938,29.36
u_10558,2024-04-16,NJ,NHL,active_mid,0,44,0.576,27.77,0.34,0.32,119.51,0.5,2,22.52,0.598,0.314,0.344,0.0433,33.91
u_10559,2023-10-31,NY,Other,active_mid,0,9,0.663,33.97,0.32,0.32,224.83,1.0,2,46.64,0.565,0.347,0.039,0.0059,39.68
u_10560,2024-08-18,MA,NFL,active_mid,2,4,0.565,30.05,0.27,0.25,189.47,0.5,2,11.3,0.604,0.399,0.447,0.0705,39.75
u_10561,2024-09-05,PA,NFL,casual,5,3,0.348,21.41,0.34,0.11,82.59,1.0,2,33.48,0.334,0.673,0.107,0.0481,18.82
u_10562,2023-08-30,IL,MLB,dormant_high_value,0,9,0.37,23.53,0.21,0.17,279.63,1.0,2,33.19,0.227,0.528,0.228,0.093,54.67
u_10563,2023-02-04,PA,NFL,dormant_high_value,5,7,0.141,14.57,0.23,0.21,59.78,1.0,3,46.01,0.176,0.684,0.246,0.1388,15.0
u_10564,2023-06-22,PA,NHL,casual,0,2,0.457,25.0,0.32,0.16,70.2,0.5,2,15.3,0.369,0.515,0.179,0.0581,24.35
u_10565,2024-07-17,NJ,NBA,bonus_seeker,0,2,0.359,24.84,0.55,0.1,39.34,0.0,0,0.0,0.383,0.582,0.092,0.033,24.15
u_10566,2024-01-30,NY,MLB,casual,13,10,0.228,17.99,0.38,0.18,36.69,1.0,1,47.77,0.336,0.668,0.306,0.136,16.98
u_10567,2024-08-27,IL,NFL,casual,3,2,0.293,21.41,0.36,0.08,50.02,0.5,2,28.82,0.377,0.561,0.42,0.1467,28.46
u_10568,2024-08-26,PA,NBA,always_on,0,4,0.87,41.63,0.15,0.38,473.09,0.0,1,0.0,0.793,0.189,0.152,0.0059,80.43
u_10569,2024-05-22,MI,NBA,casual,1,7,0.337,22.23,0.39,0.15,48.37,1.0,1,30.8,0.411,0.371,0.416,0.0908,22.58
u_10570,2023-07-03,IN,NBA,bonus_seeker,2,9,0.402,27.45,0.57,0.15,27.03,0.0,1,0.0,0.263,0.621,0.246,0.1123,22.84
u_10571,2024-01-03,CO,NFL,active_mid,1,48,0.478,28.59,0.3,0.32,208.56,0.0,2,7.22,0.437,0.553,0.128,0.0399,54.1
u_10572,2023-11-04,MA,MLB,casual,6,0,0.185,15.71,0.34,0.15,34.99,1.0,1,16.39,0.206,0.684,0.346,0.1878,19.7
u_10573,2023-10-21,NY,NHL,active_mid,1,33,0.609,32.34,0.31,0.28,251.45,1.0,1,34.64,0.669,0.298,0.129,0.0127,61.63
u_10574,2023-11-26,PA,NFL,always_on,0,7,0.815,41.47,0.17,0.41,597.71,0.0,0,0.0,0.837,0.144,0.225,0.0053,100.0
u_10575,2023-04-29,MA,NFL,always_on,0,38,0.837,41.47,0.22,0.39,517.34,0.0,2,59.24,0.743,0.203,0.05,0.0026,91.29
u_10576,2023-11-15,PA,NFL,dormant_high_value,2,31,0.207,17.17,0.22,0.14,79.91,0.5,2,48.38,0.209,0.724,0.27,0.1547,24.24
u_10577,2023-09-14,IL,NBA,always_on,0,9,0.783,37.39,0.13,0.39,405.46,0.0,0,0.0,0.837,0.096,0.01,0.0002,87.49
u_10578,2024-07-17,NY,NBA,bonus_seeker,10,8,0.207,18.32,0.52,0.07,18.3,0.0,0,0.0,0.261,0.558,0.264,0.109,23.97
u_10579,2023-04-20,IL,NBA,casual,7,0,0.152,15.54,0.36,0.14,27.03,1.0,2,48.6,0.235,0.682,0.4,0.2086,15.0
u_10580,2023-06-25,IN,NFL,bonus_seeker,1,8,0.446,23.37,0.58,0.11,41.85,1.0,1,85.24,0.451,0.513,0.235,0.0661,25.33
u_10581,2023-11-28,IN,NFL,always_on,0,24,0.804,42.77,0.2,0.42,669.68,0.0,0,0.0,0.796,0.209,0.091,0.0039,100.0
u_10582,2023-10-17,MA,NBA,bonus_seeker,10,1,0.348,23.21,0.5,0.09,24.38,0.0,0,0.0,0.306,0.623,0.331,0.1433,16.03
u_10583,2023-05-20,MA,NBA,casual,4,9,0.185,16.68,0.33,0.16,25.42,1.0,1,42.94,0.218,0.683,0.294,0.157,17.59
u_10584,2024-01-08,CO,Other,active_mid,1,24,0.728,31.85,0.34,0.31,178.97,1.0,2,34.86,0.66,0.225,0.153,0.0117,38.48
u_10585,2024-06-17,IL,NFL,casual,1,2,0.348,22.72,0.32,0.14,76.17,1.0,1,49.86,0.335,0.498,0.226,0.0749,16.93
u_10586,2023-11-10,NJ,MLB,dormant_high_value,6,21,0.087,14.73,0.26,0.24,46.19,0.667,3,38.67,0.033,0.796,0.313,0.241,22.58
u_10587,2023-06-23,PA,NBA,dormant_high_value,3,11,0.25,18.32,0.19,0.17,94.07,0.667,3,31.3,0.274,0.643,0.549,0.2559,18.83
u_10588,2023-10-15,PA,NBA,dormant_high_value,5,21,0.13,15.22,0.28,0.19,38.66,0.667,3,25.35,0.173,0.699,0.205,0.1185,27.24
u_10589,2023-03-10,VA,MLB,dormant_high_value,11,3,0.065,12.12,0.32,0.21,18.6,1.0,2,42.54,0.09,0.733,0.304,0.2028,20.6
u_10590,2024-01-28,PA,MLB,dormant_high_value,9,1,0.174,16.52,0.28,0.24,30.54,1.0,2,68.4,0.141,0.688,0.311,0.1841,15.09
u_10591,2023-02-05,CO,Other,active_mid,2,15,0.511,30.87,0.29,0.29,115.51,0.0,2,9.49,0.617,0.39,0.159,0.0238,42.65
u_10592,2023-07-09,CO,NFL,dormant_high_value,4,5,0.109,13.26,0.19,0.22,47.2,0.5,2,12.84,0.258,0.703,0.379,0.1977,27.1
u_10593,2024-07-15,IL,NFL,casual,1,23,0.413,24.02,0.31,0.15,55.0,0.5,2,20.16,0.337,0.547,0.243,0.0881,28.83
u_10594,2024-06-17,MA,MLB,always_on,0,14,0.793,37.07,0.13,0.44,392.55,0.0,0,0.0,0.754,0.177,0.089,0.0039,71.24
u_10595,2023-08-26,NY,NBA,bonus_seeker,1,0,0.272,20.27,0.53,0.06,25.83,0.0,0,0.0,0.184,0.747,0.242,0.1473,23.63
u_10596,2023-06-13,CO,NFL,active_mid,0,1,0.565,31.85,0.35,0.29,214.53,0.0,1,31.83,0.484,0.371,0.01,0.0019,43.21
u_10597,2024-02-04,MI,NFL,dormant_high_value,1,2,0.261,18.64,0.26,0.23,79.47,1.0,2,44.74,0.192,0.705,0.168,0.0958,15.0
u_10598,2024-07-27,PA,NFL,dormant_high_value,0,4,0.174,15.54,0.22,0.21,55.55,0.5,2,48.22,0.211,0.703,0.359,0.1989,28.66
u_10599,2024-07-22,NY,NHL,dormant_high_value,2,3,0.13,13.91,0.28,0.17,78.37,1.0,2,61.45,0.152,0.684,0.329,0.1908,24.26
u_10600,2024-04-03,IL,NFL,dormant_high_value,18,2,0.163,18.15,0.17,0.26,67.55,1.0,2,64.03,0.071,0.794,0.392,0.2888,17.97
u_10601,2023-01-09,MI,NFL,casual,0,7,0.435,23.86,0.34,0.14,45.87,0.5,2,18.27,0.467,0.483,0.309,0.0795,27.63
u_10602,2024-05-22,NJ,NFL,dormant_high_value,12,1,0.141,14.89,0.23,0.17,43.68,0.5,2,15.82,0.302,0.625,0.335,0.1463,29.42
u_10603,2023-06-02,MI,NFL,dormant_high_value,18,68,0.043,12.28,0.27,0.23,19.13,0.667,3,22.81,0.051,0.858,0.509,0.415,15.0
u_10604,2024-01-24,MI,NFL,dormant_high_value,14,14,0.152,15.22,0.23,0.16,61.94,0.667,3,31.88,0.178,0.721,0.393,0.2328,21.27
u_10605,2023-06-05,PA,NBA,bonus_seeker,0,3,0.402,27.28,0.54,0.1,30.94,0.0,1,0.0,0.364,0.551,0.19,0.0668,15.0
u_10606,2023-01-16,TN,NFL,casual,0,1,0.283,22.23,0.36,0.17,27.86,1.0,1,23.42,0.245,0.589,0.336,0.1496,25.39
u_10607,2023-03-01,MI,NHL,casual,7,0,0.185,16.68,0.32,0.16,28.25,1.0,1,28.48,0.24,0.69,0.237,0.1242,21.9
u_10608,2024-05-23,MI,NFL,bonus_seeker,4,4,0.261,20.76,0.52,0.14,22.73,0.0,0,0.0,0.188,0.688,0.399,0.223,15.0
u_10609,2023-01-14,MA,NBA,active_mid,1,19,0.587,29.73,0.33,0.26,273.57,0.0,1,33.61,0.577,0.3,0.08,0.0101,54.75
u_10610,2024-08-31,NJ,NHL,dormant_high_value,1,15,0.141,15.87,0.29,0.2,85.01,1.0,2,26.54,0.01,0.815,0.52,0.4196,18.97
u_10611,2024-08-04,NY,MLB,active_mid,2,6,0.533,28.91,0.35,0.26,136.51,0.0,1,0.0,0.575,0.427,0.046,0.0084,40.75
u_10612,2024-07-09,PA,NBA,active_mid,0,6,0.62,33.97,0.29,0.33,126.71,0.0,1,0.0,0.61,0.356,0.321,0.0445,42.95
u_10613,2024-02-10,NY,NFL,dormant_high_value,3,0,0.196,18.15,0.3,0.21,129.63,1.0,3,62.43,0.28,0.583,0.055,0.023,45.42
u_10614,2023-04-24,PA,NFL,always_on,0,25,0.696,34.13,0.19,0.42,394.62,0.0,0,0.0,0.8,0.136,0.139,0.0038,83.99
u_10615,2024-06-16,IN,MLB,always_on,0,17,0.674,38.53,0.25,0.41,333.26,0.0,2,31.51,0.761,0.302,0.077,0.0055,74.87
u_10616,2024-03-02,MI,Other,dormant_high_value,3,0,0.141,14.08,0.26,0.19,47.32,1.0,2,51.14,0.131,0.783,0.41,0.2791,23.39
u_10617,2023-01-12,IL,MLB,casual,1,6,0.304,22.88,0.34,0.13,54.36,0.5,2,22.42,0.232,0.5,0.215,0.0824,17.51
u_10618,2023-10-05,IN,NBA,active_mid,3,4,0.533,32.83,0.25,0.34,198.37,0.0,1,0.0,0.483,0.436,0.01,0.0023,45.01
u_10619,2023-07-05,MI,MLB,active_mid,1,35,0.62,32.99,0.34,0.29,165.02,1.0,1,39.53,0.538,0.308,0.262,0.0373,33.73
u_10620,2023-07-16,PA,NBA,dormant_high_value,15,3,0.207,20.11,0.19,0.22,100.11,1.0,2,53.42,0.133,0.757,0.312,0.205,24.75
u_10621,2023-06-05,NY,NFL,casual,0,3,0.228,17.66,0.33,0.14,24.38,0.0,2,0.0,0.222,0.623,0.374,0.1814,21.45
u_10622,2024-05-03,CO,NBA,casual,6,1,0.228,19.95,0.34,0.1,35.74,1.0,3,38.7,0.215,0.652,0.492,0.252,15.0
u_10623,2024-10-14,MA,Other,bonus_seeker,1,5,0.348,20.92,0.52,0.08,20.79,0.0,1,0.0,0.386,0.445,0.385,0.1053,21.48
u_10624,2023-04-25,PA,NFL,active_mid,2,14,0.457,27.77,0.35,0.27,104.25,0.0,1,0.0,0.585,0.422,0.284,0.0498,36.95
u_10625,2023-05-29,IL,MLB,casual,1,8,0.446,25.98,0.33,0.12,68.48,1.0,2,25.62,0.333,0.608,0.304,0.1235,23.01
u_10626,2023-04-01,NJ,NFL,bonus_seeker,0,1,0.435,26.79,0.42,0.06,32.37,0.0,0,0.0,0.4,0.546,0.024,0.0077,15.0
u_10627,2023-05-24,MA,NBA,active_mid,3,28,0.663,36.41,0.26,0.29,148.71,1.0,1,35.4,0.64,0.305,0.208,0.0229,34.5
u_10628,2024-06-09,MI,NFL,dormant_high_value,2,3,0.326,22.72,0.26,0.21,195.98,0.5,2,17.01,0.241,0.672,0.263,0.1343,38.86
u_10629,2023-01-07,MA,NBA,casual,11,8,0.207,17.17,0.4,0.14,38.51,1.0,2,31.63,0.133,0.811,0.321,0.226,16.75
u_10630,2024-01-04,TN,MLB,active_mid,0,28,0.663,32.17,0.29,0.29,332.96,1.0,1,15.57,0.564,0.351,0.203,0.0311,53.04
u_10631,2023-02-22,MI,NFL,always_on,1,24,0.696,36.41,0.2,0.39,274.78,1.0,2,61.92,0.813,0.04,0.039,0.0003,78.92
u_10632,2023-04-01,VA,MLB,bonus_seeker,0,4,0.467,25.98,0.55,0.1,32.56,0.0,1,0.0,0.467,0.481,0.041,0.0104,26.44
u_10633,2024-03-20,VA,MLB,bonus_seeker,0,4,0.424,26.47,0.5,0.05,32.15,1.0,3,35.17,0.305,0.574,0.299,0.1193,24.54
u_10634,2024-07-24,MI,Other,dormant_high_value,0,25,0.152,15.05,0.19,0.23,72.11,1.0,2,51.93,0.188,0.658,0.41,0.2187,25.13
u_10635,2023-03-27,IL,NFL,casual,14,12,0.228,19.95,0.26,0.12,35.48,1.0,1,46.32,0.252,0.737,0.482,0.2659,33.81
u_10636,2023-09-13,NJ,NFL,bonus_seeker,0,1,0.315,21.25,0.48,0.08,27.08,0.0,0,0.0,0.272,0.492,0.258,0.0925,18.11
u_10637,2024-04-01,PA,NFL,casual,0,7,0.293,22.72,0.29,0.13,33.46,1.0,1,33.43,0.345,0.5,0.142,0.0464,21.55
u_10638,2023-09-23,CO,Other,casual,0,3,0.359,23.7,0.28,0.12,46.11,1.0,1,39.98,0.236,0.692,0.319,0.1689,15.0
u_10639,2023-10-01,NY,Other,casual,0,11,0.261,19.95,0.36,0.12,51.64,1.0,1,18.11,0.284,0.633,0.416,0.1885,28.39
u_10640,2023-06-23,NY,NBA,dormant_high_value,17,35,0.065,12.77,0.3,0.19,26.42,0.5,2,16.54,0.09,0.686,0.44,0.2746,15.0
u_10641,2023-07-27,TN,NHL,casual,2,5,0.359,23.86,0.37,0.12,48.09,0.333,3,14.69,0.414,0.493,0.01,0.0029,24.1
u_10642,2024-08-13,IN,NBA,casual,9,13,0.337,22.23,0.37,0.17,63.11,1.0,1,35.1,0.319,0.56,0.416,0.1588,26.12
u_10643,2023-03-10,IN,NBA,casual,0,14,0.196,18.48,0.38,0.15,24.51,0.0,1,0.0,0.249,0.611,0.134,0.0615,15.74
u_10644,2023-11-04,PA,NFL,dormant_high_value,0,42,0.315,22.72,0.24,0.22,171.12,1.0,2,46.47,0.23,0.664,0.287,0.1468,28.09
u_10645,2024-05-24,NJ,MLB,always_on,1,49,0.793,37.55,0.15,0.43,423.53,1.0,1,28.06,0.733,0.22,0.01,0.0006,96.37
u_10646,2024-09-16,NJ,NFL,bonus_seeker,1,5,0.326,20.92,0.58,0.1,24.81,0.0,0,0.0,0.447,0.442,0.192,0.0467,15.0
u_10647,2023-06-11,NY,NHL,active_mid,0,19,0.5,30.05,0.3,0.3,144.65,0.5,2,23.06,0.556,0.349,0.019,0.003,46.13
u_10648,2023-12-10,NJ,MLB,active_mid,2,24,0.5,30.87,0.23,0.31,125.17,0.5,2,20.7,0.514,0.411,0.148,0.0295,41.07
u_10649,2024-07-10,NJ,MLB,bonus_seeker,2,3,0.37,23.53,0.47,0.08,35.18,0.0,0,0.0,0.426,0.464,0.11,0.0292,20.12
u_10650,2023-12-02,VA,NFL,dormant_high_value,6,3,0.12,15.38,0.18,0.19,40.55,0.5,2,29.26,0.09,0.748,0.499,0.3398,24.45
u_10651,2024-06-09,MA,NFL,bonus_seeker,0,11,0.304,21.41,0.45,0.1,42.35,0.0,0,0.0,0.264,0.619,0.262,0.1193,17.86
u_10652,2023-04-08,NY,NFL,bonus_seeker,1,1,0.446,30.54,0.48,0.1,42.72,0.5,2,13.68,0.295,0.544,0.289,0.1109,21.47
u_10653,2023-12-16,NJ,NFL,active_mid,1,1,0.533,28.59,0.34,0.3,290.27,1.0,1,33.31,0.471,0.451,0.21,0.0501,54.88
u_10654,2023-08-18,CO,NFL,casual,0,1,0.293,22.07,0.42,0.1,42.71,1.0,2,46.04,0.329,0.565,0.226,0.0857,20.84
u_10655,2024-10-21,NJ,Other,dormant_high_value,2,6,0.283,20.6,0.3,0.19,114.46,1.0,2,59.75,0.237,0.727,0.257,0.1426,32.81
u_10656,2023-06-28,VA,NBA,casual,0,4,0.228,16.85,0.29,0.15,28.97,1.0,1,21.14,0.241,0.618,0.382,0.1794,17.9
u_10657,2024-01-21,PA,NFL,casual,2,0,0.25,20.11,0.33,0.17,50.22,1.0,1,30.11,0.322,0.516,0.228,0.0798,25.04
u_10658,2024-07-12,PA,NFL,active_mid,0,33,0.641,34.46,0.32,0.34,131.69,1.0,1,28.79,0.576,0.374,0.067,0.0106,25.2
u_10659,2023-07-12,PA,NBA,bonus_seeker,0,14,0.413,25.33,0.57,0.11,26.43,0.0,0,0.0,0.431,0.519,0.333,0.0984,16.24
u_10660,2024-10-12,NJ,NBA,casual,0,4,0.37,20.76,0.28,0.17,53.33,1.0,1,30.78,0.239,0.662,0.268,0.1349,23.48
u_10661,2023-11-20,IL,NBA,always_on,0,8,0.761,35.92,0.22,0.4,565.2,0.0,1,36.49,0.67,0.218,0.069,0.005,91.03
u_10662,2023-04-17,MA,Other,active_mid,0,4,0.717,38.37,0.26,0.27,307.98,1.0,1,10.74,0.557,0.379,0.044,0.0074,44.49
u_10663,2023-12-19,IL,NBA,casual,1,4,0.326,21.41,0.3,0.1,40.52,1.0,1,30.65,0.332,0.527,0.33,0.1164,15.0
u_10664,2024-06-30,NJ,Other,dormant_high_value,1,84,0.196,17.17,0.24,0.2,84.71,1.0,2,64.62,0.128,0.755,0.296,0.1952,21.64
u_10665,2024-01-31,CO,NHL,dormant_high_value,2,23,0.163,15.54,0.25,0.14,75.77,1.0,2,42.78,0.073,0.856,0.399,0.3168,20.08
u_10666,2024-04-13,CO,NFL,casual,7,7,0.359,23.7,0.4,0.15,59.83,1.0,2,29.68,0.294,0.584,0.255,0.1051,24.13
u_10667,2024-04-23,IN,Other,dormant_high_value,0,1,0.141,17.01,0.21,0.22,73.55,1.0,3,51.88,0.061,0.85,0.366,0.292,22.15
u_10668,2023-01-09,PA,NFL,dormant_high_value,1,2,0.13,14.24,0.31,0.19,64.35,1.0,2,43.22,0.211,0.566,0.243,0.1085,33.01
u_10669,2023-05-06,PA,NHL,casual,3,7,0.293,22.88,0.33,0.11,50.59,1.0,2,60.5,0.298,0.565,0.448,0.1779,15.0
u_10670,2024-01-22,IL,NFL,dormant_high_value,0,22,0.283,22.72,0.27,0.17,93.11,1.0,2,46.32,0.218,0.661,0.625,0.3228,29.38
u_10671,2024-09-07,IL,NHL,always_on,0,59,0.826,45.54,0.15,0.37,272.22,0.0,0,0.0,0.753,0.301,0.044,0.0033,59.31
u_10672,2024-01-05,PA,NHL,dormant_high_value,4,63,0.174,16.36,0.27,0.2,59.55,1.0,2,45.36,0.103,0.754,0.465,0.3147,25.74
u_10673,2024-05-24,PA,NHL,bonus_seeker,2,1,0.489,25.98,0.51,0.12,33.59,0.0,0,0.0,0.3,0.667,0.253,0.118,18.3
u_10674,2024-10-15,CO,MLB,casual,1,2,0.315,22.39,0.38,0.18,54.49,1.0,1,37.67,0.238,0.615,0.228,0.107,16.96
u_10675,2023-10-30,IN,NFL,always_on,1,11,0.826,40.98,0.18,0.35,404.56,0.0,0,0.0,0.94,0.01,0.112,0.0001,77.95
u_10676,2024-02-13,PA,NFL,dormant_high_value,0,25,0.152,14.57,0.22,0.18,46.1,0.5,2,46.73,0.165,0.712,0.39,0.2321,24.57
u_10677,2024-07-13,VA,NBA,casual,3,2,0.261,19.62,0.38,0.16,27.68,0.5,2,22.52,0.35,0.485,0.326,0.1027,23.78
u_10678,2023-07-04,CO,NFL,always_on,0,16,0.761,37.88,0.17,0.38,514.85,0.0,0,0.0,0.661,0.268,0.064,0.0058,89.02
u_10679,2023-12-12,VA,MLB,always_on,1,68,0.826,42.28,0.21,0.47,650.11,0.0,0,0.0,0.844,0.132,0.01,0.0002,100.0
u_10680,2023-05-11,MI,NFL,active_mid,0,5,0.489,30.05,0.37,0.31,106.77,0.0,1,11.88,0.464,0.489,0.31,0.0813,24.22
u_10681,2023-01-26,PA,Other,casual,4,3,0.326,21.25,0.36,0.2,50.36,1.0,1,39.85,0.272,0.611,0.463,0.2059,27.01
u_10682,2023-04-04,IN,NBA,dormant_high_value,3,56,0.109,14.73,0.27,0.14,37.33,0.5,2,40.12,0.092,0.767,0.339,0.236,19.0
u_10683,2024-08-30,NJ,NHL,active_mid,2,49,0.674,33.8,0.28,0.29,172.85,0.0,1,14.41,0.694,0.295,0.01,0.0009,46.79
u_10684,2024-01-16,VA,NFL,always_on,0,5,0.837,44.24,0.23,0.39,531.06,1.0,1,53.18,0.828,0.165,0.311,0.0088,87.68
u_10685,2024-10-09,IL,NHL,bonus_seeker,1,2,0.359,23.86,0.44,0.08,20.2,1.0,1,24.26,0.443,0.442,0.183,0.045,15.0
u_10686,2023-05-04,NJ,Other,bonus_seeker,1,7,0.315,23.21,0.51,0.05,26.31,0.0,0,0.0,0.46,0.44,0.16,0.038,20.56
u_10687,2024-11-02,IL,NBA,casual,2,14,0.228,16.52,0.35,0.19,51.37,0.5,2,24.84,0.16,0.785,0.281,0.1855,23.32
u_10688,2023-05-04,TN,NBA,active_mid,2,5,0.489,28.42,0.23,0.35,95.88,0.5,2,30.26,0.65,0.265,0.111,0.0103,37.03
u_10689,2024-06-15,NJ,MLB,dormant_high_value,0,14,0.207,17.01,0.27,0.11,113.7,0.5,2,47.8,0.128,0.787,0.266,0.1825,15.54
u_10690,2023-01-25,CO,NFL,casual,6,4,0.239,20.6,0.34,0.2,55.22,0.667,3,23.9,0.242,0.607,0.428,0.1971,21.63
u_10691,2024-04-29,MA,NBA,casual,3,19,0.261,18.8,0.34,0.16,41.76,0.667,3,42.75,0.309,0.562,0.253,0.098,30.75
u_10692,2024-06-28,MI,NFL,bonus_seeker,0,0,0.37,23.86,0.52,0.1,23.67,0.0,0,0.0,0.335,0.607,0.439,0.1774,25.58
u_10693,2024-04-16,PA,NFL,casual,1,2,0.359,24.67,0.35,0.12,79.19,1.0,1,42.09,0.324,0.535,0.335,0.1211,23.33
